"","Publisher","Dagger","Book review link","Author","Primary isbn10","Price","Primary isbn13","Sunday review link","Date","First chapter link","Contributor","Title","AgeGroup","WeeksOnList"
"1991","Gail McHugh",0,NA,"Gail McHugh","None",8.29,"A00B00B385VCU",NA,2013-02-24,NA,"by Gail McHugh","COLLIDE","Adult",0
"1992","Oak Press",0,NA,"Lucy Kevin","1938127250",0.91,"9.78194E+12",NA,2013-02-24,NA,"by Lucy Kevin","FOUR WEDDINGS AND A FIASCO BOXED SET","Childhood",0
"1993","Simon & Schuster",0,NA,"Isaac Marion","1439192332",14.18,"9.78144E+12",NA,2013-02-24,NA,"by Isaac Marion","WARM BODIES","Adult",0
"1994","Simon & Schuster",0,NA,"Sister Souljah","1439165343",10.11,"9.78144E+12",NA,2013-02-17,NA,"by Sister Souljah","A DEEPER LOVE INSIDE","Childhood",0
"1995","Jessica Sorensen",0,NA,"Jessica Sorensen","None",13.71,"A00B00ANDLC6K",NA,2013-02-17,NA,"by Jessica Sorensen","THE COINCIDENCE OF CALLIE AND KAYDEN","Young Adult",0
"1996","Revell",0,NA,"Lorena McCourtney","1441238220",14.83,"9.78144E+12",NA,2013-02-17,NA,"by Lorena McCourtney","DYING TO READ","Childhood",0
"1997","Penguin Group",0,NA,"Sylvia Day","None",15.53,"9.7811E+12",NA,2013-02-10,NA,"by Sylvia Day","REFLECTED IN YOU","Adult",0
"1998","Simon & Schuster",0,NA,"Glenn Beck with Harriet Parke","1476717001",16,"9.78148E+12",NA,2013-02-03,NA,"by Glenn Beck with Harriet Parke","AGENDA 21","Young Adult",0
"1999","HarperCollins Publishers",0,NA,"James Rollins and Rebecca Cantrell","62235753",6.56,"9.78006E+12",NA,2013-01-27,NA,"by James Rollins and Rebecca Cantrell","THE BLOOD GOSPEL","Young Adult",0
"2000","Grand Central Publishing",0,NA,"James Patterson and Mark Pearson","1455515531",12.34,"9.78146E+12",NA,2013-01-27,NA,"by James Patterson and Mark Pearson","PRIVATE LONDON","Young Adult",0
"2001","Random House Publishing",0,NA,"Janet Evanovich","345527755",2.28,"9.78035E+12",NA,2013-01-20,NA,"by Janet Evanovich","NOTORIOUS NINETEEN","Adult",0
"2002","Penguin Group",0,NA,"Tom Clancy with Mark Greaney",NA,3.84,"9.7811E+12",NA,2013-01-20,NA,"by Tom Clancy with Mark Greaney","THREAT VECTOR","Adult",0
"2003","Simon & Schuster",0,"https://www.nytimes.com/2009/11/12/books/12book.html","Stephen King","1439168032",12.37,"9.78144E+12","https://www.nytimes.com/2009/11/08/books/review/JParker-t.html",2013-01-13,NA,"by Stephen King","UNDER THE DOME  PART 1","Young Adult",0
"2004","Algonquin",0,"https://www.nytimes.com/2007/07/11/books/11elep.html","Sara Gruen","1565125851",11.98,"9.78157E+12","https://www.nytimes.com/2006/06/04/books/review/04judd.html",2013-01-13,NA,"by Sara Gruen","WATER FOR ELEPHANTS","Adult",0
"2005","FaithWords",0,NA,"Wm Paul Young","145551604X",1.24,"9.78146E+12",NA,2013-01-06,NA,"by Wm. Paul Young","CROSS ROADS","Childhood",0
"2006","Knopf Doubleday Publishing",0,"https://www.nytimes.com/2012/12/06/books/the-twelve-tribes-of-hattie-by-ayana-mathis.html","Ayana Mathis","385350287",13.99,"9.78039E+12",NA,2013-01-06,NA,"by Ayana Mathis","THE TWELVE TRIBES OF HATTIE","Young Adult",0
"2007","Hyperion Press",0,NA,"Mitch Albom","1401322786",14.75,"9.7814E+12",NA,2013-01-06,NA,"by Mitch Albom","THE TIME KEEPER","Young Adult",0
"2008","HarperCollins Publishers",0,"https://www.nytimes.com/2012/10/16/books/the-round-house-louise-erdrichs-new-novel.html","Louise Erdrich","62065246",0.47,"9.78006E+12","https://www.nytimes.com/2012/10/14/books/review/the-round-house-by-louise-erdrich.html",2012-12-30,NA,"by Louise Erdrich","THE ROUND HOUSE","Young Adult",0
"2009","Penguin Group",0,NA,"Jim Butcher","451464400",15.18,"9.78045E+12",NA,2012-12-23,NA,"by Jim Butcher","COLD DAYS","Teen",0
"2010","Penguin Group",0,"https://www.nytimes.com/2012/09/17/books/ken-follett-offers-second-volume-of-century-trilogy.html","Ken Follett","525952926",7.24,"9.78053E+12",NA,2012-12-23,NA,"by Ken Follett","WINTER OF THE WORLD","Teen",0
"2011","Penguin Group",0,NA,"Nora Roberts","None",0.57,"9.7811E+12",NA,2012-12-23,NA,"by Nora Roberts","THE PERFECT HOPE","Teen",0
"2012","Random House Publishing",0,NA,"Kevin Hearne","345535626",18.75,"9.78035E+12",NA,2012-12-16,NA,"by Kevin Hearne","TRAPPED","Childhood",0
"2013","Raine Miller Romance",0,NA,"Raine Miller","None",16.52,"9.7813E+12",NA,2012-12-09,NA,"by Raine Miller","NAKED","Young Adult",0
"2014","Penguin Group",0,NA,"Clive Cussler and Dirk Cussler",NA,3.73,"9.7811E+12",NA,2012-12-09,NA,"by Clive Cussler and Dirk Cussler","POSEIDON S ARROW","Adult",0
"2015","Grand Central Publishing",0,NA,"Nelson DeMille","1455518379",8.22,"9.78146E+12",NA,2012-12-02,NA,"by Nelson DeMille","THE PANTHER","Childhood",0
"2016","Samhain Publishing",0,NA,"Cherrie Lynn","None",7.51,"9.78162E+12",NA,2012-12-02,NA,"by Cherrie Lynn","LEAVE ME BREATHLESS","Adult",0
"2017","Random House Publishing",0,NA,"Danielle Steel","None",5,"9.78035E+12",NA,2012-11-25,NA,"by Danielle Steel","THE SINS OF THE MOTHER","Adult",0
"2018","Random House Publishing",0,NA,"David Mitchell","375507256",14.59,"9.78038E+12","https://www.nytimes.com/2004/08/29/books/history-is-a-nightmare.html",2012-11-25,NA,"by David Mitchell","CLOUD ATLAS","Adult",0
"2019","Laurann Dohner",0,NA,"Laurann Dohner","None",13.44,"9.78142E+12",NA,2012-11-18,NA,"by Laurann Dohner","SHADOW","Young Adult",0
"2020","Cora Carmack",0,NA,"Cora Carmack","None",5.83,"9.78099E+12",NA,2012-11-18,NA,"by Cora Carmack","LOSING IT","Young Adult",0
"2021","Little, Brown & Company",0,NA,"Michael Connelly","316233684",18,"9.78032E+12",NA,2012-11-18,NA,"by Michael Connelly","THE SAFE MAN","Young Adult",0
"2022","Random House Publishing",0,NA,"Debbie Macomber","345535960",17.13,"9.78035E+12",NA,2012-11-11,NA,"by Debbie Macomber","ANGELS AT THE TABLE","Young Adult",0
"2023","M. Leighton",0,NA,"M Leighton","None",18.82,"A00B009FG00N2",NA,2012-11-11,NA,"by M. Leighton","DOWN TO YOU","Adult",0
"2024","S.H. Kolee",0,NA,"SH Kolee","None",0.7,"A00B009FHSYSY",NA,2012-11-04,NA,"by S.H. Kolee","LOVE LEFT BEHIND","Adult",0
"2025","Penguin Group",0,"https://www.nytimes.com/2010/09/24/books/24book.html","Ken Follett","None",2.3,"9.7811E+12","https://www.nytimes.com/2010/10/03/books/review/Boylan-t.html",2012-10-28,NA,"by Ken Follett","FALL OF GIANTS","Teen",0
"2026","HarperCollins Publishers",0,"https://www.nytimes.com/2012/10/04/books/live-by-night-by-dennis-lehane.html","Dennis Lehane","62200291",18.09,"9.78006E+12","https://www.nytimes.com/2012/10/21/books/review/dennis-lehanes-live-by-night-and-more.html",2012-10-28,NA,"by Dennis Lehane","LIVE BY NIGHT","Young Adult",0
"2027","Grand Central Publishing",0,NA,"Sandra Brown","1455501530",6.62,"9.78146E+12",NA,2012-10-28,NA,"by Sandra Brown","LOW PRESSURE","Adult",0
"2028","Knopf Doubleday Publishing",0,NA,"Jo Nesbo","030796048X",5.91,"9.78031E+12",NA,2012-10-28,NA,"by Jo Nesbo","PHANTOM","Adult",0
"2029","HarperCollins Publishers",0,NA,"Stephanie Laurens","62066269",11.16,"9.78006E+12",NA,2012-10-14,NA,"by Stephanie Laurens","THE LADY RISKS ALL","Young Adult",0
"2030","Penguin Group",0,NA,"J D Robb","None",2.74,"9.7811E+12",NA,2012-10-14,NA,"by J. D. Robb","DELUSION IN DEATH","Teen",0
"2031","Random House Publishing",0,NA,"Maya Banks","345536037",10.53,"9.78035E+12",NA,2012-10-14,NA,"by Maya Banks","NEVER SEDUCE A SCOT","Young Adult",0
"2032","Penguin Group",0,NA,"Stuart Woods","None",10.7,"9.7811E+12",NA,2012-10-14,NA,"by Stuart Woods","SEVERE CLEAR","Young Adult",0
"2033","Tom Doherty Associates",0,NA,"David Weber","1429944684",6.56,"9.78143E+12",NA,2012-10-07,NA,"by David Weber","MIDST TOIL AND TRIBULATION","Adult",0
"2034","Penguin Group",0,NA,"Amor Towles","None",9.64,"9.7811E+12","https://www.nytimes.com/2011/08/14/books/review/rules-of-civility-by-amor-towles-book-review.html",2012-10-07,NA,"by Amor Towles","RULES OF CIVILITY","Childhood",0
"2035","Penguin Group",0,NA,"Clive Cussler and Thomas Perry","None",0.19,"9.7811E+12",NA,2012-10-07,NA,"by Clive Cussler and Thomas Perry","THE TOMBS","Young Adult",0
"2036","Entangled Publishing",0,NA,"Katee Robert","None",8.71,"A00B008NIJK9I",NA,2012-10-07,NA,"by Katee Robert","WRONG BED  RIGHT GUY","Childhood",0
"2037","Penguin Group",0,NA,"Michael Brandman","None",7.81,"9.7811E+12",NA,2012-09-30,NA,"by Michael Brandman","ROBERT B  PARKER S FOOL ME TWICE","Adult",0
"2038","Penguin Group",0,NA,"Beth Kery","None",7.18,"9.7811E+12",NA,2012-09-30,NA,"by Beth Kery","BECAUSE YOU ARE MINE PART VII","Teen",0
"2039","Random House Publishing",0,NA,"Tess Gerritsen","345535952",2.37,"9.78035E+12",NA,2012-09-30,NA,"by Tess Gerritsen","LAST TO DIE","Adult",0
"2040","St. Martin's Press",0,NA,"Emily Giffin","1429957867",12.02,"9.78143E+12",NA,2012-09-23,NA,"by Emily Giffin","WHERE WE BELONG","Young Adult",0
"2041","Berkley",0,NA,"Nalini Singh","None",10.26,"9.7811E+12",NA,2012-09-23,NA,"by Nalini Singh","ARCHANGEL   S STORM","Childhood",0
"2042","Simon & Schuster",0,NA,"Jamie McGuire","1476712050",11.75,"9.78148E+12",NA,2012-09-23,NA,"by Jamie McGuire","BEAUTIFUL DISASTER","Young Adult",0
"2043","Kensington Publishing",0,NA,"G A Aiken","1420131001",4.02,"9.78142E+12",NA,2012-09-23,NA,"by G. A. Aiken","HOW TO DRIVE A DRAGON CRAZY","Adult",0
"2044","Berkley",0,NA,"Nalini Singh","None",19.57,"9.78E+12",NA,2012-09-23,NA,"by Nalini Singh","ARCHANGEL   S STORM","Adult",0
"2045","Pocket Books",0,NA,"Jude Deveraux","None",9.06,"9.78E+12",NA,2012-09-16,NA,"by Jude Deveraux","STRANGER IN THE MOONLIGHT","Adult",0
"2046","Penguin Group",0,NA,"Beth Kery","None",19.61,"9.78E+12",NA,2012-09-16,NA,"by Beth Kery","BECAUSE YOU ARE MINE PART V","Adult",0
"2047","Simon & Schuster",0,NA,"Brad Thor","1439193061",4.58,"9.78E+12",NA,2012-09-16,NA,"by Brad Thor","BLACK LIST","Teen",0
"2048","Penguin Group",0,NA,"Beth Kerry","1101608528",7.22,"9.7811E+12",NA,2012-09-09,NA,"by Beth Kerry","BECAUSE YOU ARE MINE PART IV","Teen",0
"2049","Grand Central Publishing",0,NA,"David Baldacci","446573027",6.83,"9.78045E+12",NA,2012-09-09,NA,"by David Baldacci","ZERO DAY","Young Adult",0
"2050","Delacorte Press",0,NA,"Lee Child","None",10.97,"9.78035E+12",NA,2012-09-09,NA,"by Lee Child","DEEP DOWN","Young Adult",0
"2051","Random House Publishing",0,NA,"Dean Koontz","345533585",7.06,"9.78035E+12",NA,2012-09-09,NA,"by Dean Koontz","ODD APOCALYPSE","Young Adult",0
"2052","Little, Brown & Company",0,NA,"James Patterson and Michael Ledwidge","316097470",11.77,"9.78032E+12",NA,2012-09-02,NA,"by James Patterson and Michael Ledwidge","I  MICHAEL BENNETT","Young Adult",0
"2053","Penguin Group",0,NA,"W E B Griffin and William E Butterworth IV","None",18.16,"9.7811E+12",NA,2012-08-26,NA,"by W. E. B. Griffin and William E. Butterworth IV","THE SPYMASTERS","Adult",0
"2054","HarperCollins Publishers",0,NA,"Daniel Silva","62073176",8.76,"9.78006E+12",NA,2012-08-26,NA,"by Daniel Silva","THE FALLEN ANGEL","Adult",0
"2055","Random House Publishing",0,NA,"Danielle Steel","345533569",15.26,"9.78035E+12",NA,2012-08-26,NA,"by Danielle Steel","FRIENDS FOREVER","Young Adult",0
"2056","HarperCollins Publishers",0,NA,"Lynsay Sands","None",17.18,"9.78006E+12",NA,2012-08-19,NA,"by Lynsay Sands","THE LADY IS A VAMP","Young Adult",0
"2057","Grand Central Publishing",0,NA,"Jill Shalvis","1455503703",8.16,"9.78146E+12",NA,2012-08-19,NA,"by Jill Shalvis","FOREVER AND A DAY","Childhood",0
"2058","Penguin Group",0,NA,"Kay Hooper",NA,11.36,"9.7811E+12",NA,2012-08-19,NA,"by Kay Hooper","HAVEN","Adult",0
"2059","Random House Publishing",0,NA,"John Grisham","034553056X",2.2,"9.78035E+12",NA,2012-08-12,NA,"by John Grisham","THE LITIGATORS","Adult",0
"2060","Penguin Group",0,NA,"Catherine Coulter","None",11.62,"9.7811E+12",NA,2012-08-12,NA,"by Catherine Coulter","BACKFIRE","Childhood",0
"2061","Rerum Publishing House",0,NA,"R L Mathewson","None",17.05,"2.94001E+12",NA,2012-08-12,NA,"by R. L. Mathewson","PLAYING FOR KEEPS","Childhood",0
"2062","St. Martin's Press",0,NA,"Iris Johansen and Roy Johansen","None",11.02,"9.78143E+12",NA,2012-08-05,NA,"by Iris Johansen and Roy Johansen","CLOSE YOUR EYES","Young Adult",0
"2063","Atria Books",0,NA,"Jennifer Weiner","1451617771",1.51,"9.78145E+12",NA,2012-08-05,NA,"by Jennifer Weiner","THE NEXT BEST THING","Childhood",0
"2064","Penguin Group",0,NA,"Deborah Harkness","None",4.67,"9.7811E+12",NA,2012-08-05,NA,"by Deborah Harkness","A DISCOVERY OF WITCHES","Childhood",0
"2065","Random House Publishing",0,NA,"Karin Slaughter","345528514",2.37,"9.78035E+12",NA,2012-07-29,NA,"by Karin Slaughter","CRIMINAL","Adult",0
"2066","Penguin Group",0,NA,"Linda Fairstein",NA,19.21,"9.7811E+12",NA,2012-07-29,NA,"by Linda Fairstein","NIGHT WATCH","Teen",0
"2067","Little, Brown & Company",0,NA,"Elin Hilderbrand","316202479",4.38,"9.78032E+12",NA,2012-07-22,NA,"by Elin Hilderbrand","SUMMERLAND","Adult",0
"2068","Little, Brown & Company",0,NA,"James Patterson and Maxine Paetro","316097489",7.5,"9.78032E+12",NA,2012-07-22,NA,"by James Patterson and Maxine Paetro","11TH HOUR","Teen",0
"2069","HarperCollins Publishers",0,NA,"James Rollins","62194909",3.31,"9.78006E+12",NA,2012-07-22,NA,"by James Rollins","BLOODLINE","Adult",0
"2070","Grand Central Publishing",0,NA,"David Baldacci","446573000",0.97,"9.78045E+12",NA,2012-07-22,NA,"by David Baldacci","THE INNOCENT","Childhood",0
"2071","Random House Publishing",0,NA,"Karen Thompson Walker","679644385",3.66,"9.78068E+12","https://www.nytimes.com/2012/08/19/books/review/into-the-darkest-corner-by-elizabeth-haynes-and-more.html",2012-07-22,NA,"by Karen Thompson Walker","THE AGE OF MIRACLES","Adult",0
"2072","HQN",0,NA,"Gena Showalter","None",1.94,"9.78146E+12",NA,2012-07-15,NA,"by Gena Showalter","WICKED NIGHTS","Adult",0
"2073","Knopf Doubleday Publishing",0,NA,"John Grisham","385536089",18.02,"9.78039E+12",NA,2012-07-08,NA,"by John Grisham","CALICO JOE","Childhood",0
"2074","Berkley",0,NA,"Nora Roberts","None",3.63,"9.7811E+12",NA,2012-07-08,NA,"by Nora Roberts","THE LAST BOYFRIEND","Adult",0
"2075","Penguin Group",0,NA,"Clive Cussler and Graham Brown",NA,9.15,"9.7811E+12",NA,2012-07-08,NA,"by Clive Cussler and Graham Brown","THE STORM","Young Adult",0
"2076","Grand Central Publishing",0,NA,"Nicholas Sparks","446542180",16.2,"9.78045E+12",NA,2012-07-08,NA,"by Nicholas Sparks","THE LUCKY ONE","Young Adult",0
"2077","Kensington",0,NA,"Lisa Jackson",NA,4.74,"9.78142E+12",NA,2012-07-01,NA,"by Lisa Jackson","AFRAID TO DIE","Teen",0
"2078","Random House Publishing",0,NA,"Karin Slaughter","345538161",12.65,"9.78035E+12",NA,2012-06-24,NA,"by Karin Slaughter","SNATCHED","Adult",0
"2079","Random House Publishing",0,NA,"George R R Martin","055389787X",14.98,"9.78055E+12",NA,2012-06-24,NA,"by George R. R. Martin","A STORM OF SWORDS","Young Adult",0
"2080","Putnam",0,NA,"Nora Roberts","None",5.73,"9.7811E+12",NA,2012-06-17,NA,"by Nora Roberts","THE WITNESS","Teen",0
"2081","Random House Publishing",0,NA,"Janet Evanovich","345527739",11.57,"9.78035E+12",NA,2012-06-10,NA,"by Janet Evanovich","EXPLOSIVE EIGHTEEN","Childhood",0
"2082","Random House Publishing",0,NA,"Steve Berry","345526538",0.54,"9.78035E+12",NA,2012-06-10,NA,"by Steve Berry","THE COLUMBUS AFFAIR","Adult",0
"2083","Grand Central Publishing",0,NA,"Larissa Ione","1455511153",2.22,"9.78146E+12",NA,2012-06-10,NA,"by Larissa Ione","LETHAL RIDER","Young Adult",0
"2084","Simon & Schuster",0,"https://www.nytimes.com/2012/05/10/books/in-one-person-john-irvings-new-novel.html","John Irving","145166415X",9.64,"9.78145E+12","https://www.nytimes.com/2012/05/13/books/review/in-one-person-by-john-irving.html",2012-06-03,NA,"by John Irving","IN ONE PERSON","Teen",0
"2085","Hyperion Press",0,NA,"Richard Castle","1401394760",5.75,"9.7814E+12",NA,2012-05-27,NA,"by Richard Castle","HEAT WAVE","Young Adult",0
"2086","Little, Brown & Company",0,NA,"James Patterson and David Ellis","316097578",9.23,"9.78032E+12",NA,2012-05-27,NA,"by James Patterson and David Ellis","GUILTY WIVES","Teen",0
"2087","Harlequin",0,NA,"Ron Carr","778313174",14.06,"9.78078E+12",NA,2012-05-20,NA,"by Robyn Carr","SUNRISE POINT","Adult",0
"2088","Hyperion",0,NA,"Richard Castle","None",0.04,"9.7814E+12",NA,2012-05-20,NA,"by Richard Castle","A BREWING STORM","Young Adult",0
"2089","Penguin Group",0,NA,"Ace Atkins",NA,19.49,"9.7811E+12",NA,2012-05-20,NA,"by Ace Atkins","ROBERT B  PARKER   S LULLABY","Adult",0
"2090","Knopf Doubleday Publishing",0,"https://www.nytimes.com/2010/05/21/books/21book.html","Stieg Larsson","307593673",6.15,"9.78031E+12","https://www.nytimes.com/2010/05/30/books/review/Kamp-t.html",2012-05-20,NA,"by Stieg Larsson","THE GIRL WHO KICKED THE HORNET   S NEST","Adult",0
"2091","Penguin Group",0,NA,"Ace Atkins",NA,18.86,"9.78E+12",NA,2012-05-20,NA,"by Ace Atkins","ROBERT B  PARKER   S LULLABY","Teen",0
"2092","Knopf Doubleday Publishing",0,"https://www.nytimes.com/2010/05/21/books/21book.html","Stieg Larsson","307593673",13.32,"9.78E+12","https://www.nytimes.com/2010/05/30/books/review/Kamp-t.html",2012-05-20,NA,"by Stieg Larsson","THE GIRL WHO KICKED THE HORNET   S NEST","Young Adult",0
"2093","Random House Publishing",0,NA,"Kevin Hearne","345534638",15.98,"9.78035E+12",NA,2012-05-13,NA,"by Kevin Hearne","TRICKED","Teen",0
"2094","Simon & Schuster",0,NA,"Mary Higgins Clark","1451668937",2.63,"9.78145E+12",NA,2012-05-06,NA,"by Mary Higgins Clark","THE LOST YEARS","Adult",0
"2095","St. Martin's Press",0,NA,"Jeffrey Archer","1429954027",9.9,"9.78143E+12",NA,2012-05-06,NA,"by Jeffrey Archer","A MATTER OF HONOR","Young Adult",0
"2096","Knopf Doubleday Publishing",0,"https://www.nytimes.com/2009/07/17/books/17book.html","Stieg Larsson","307272303",3.63,"9.78031E+12","https://www.nytimes.com/2009/08/16/books/review/Crime-t.html",2012-05-06,"https://www.nytimes.com/2009/07/17/books/excerpt-girl-who-played-with-fire.html","by Stieg Larsson","THE GIRL WHO PLAYED WITH FIRE","Adult",0
"2097","Random House Publishing",0,NA,"Danielle Steel","345532341",0.84,"9.78035E+12",NA,2012-04-29,NA,"by Danielle Steel","BETRAYAL","Teen",0
"2098","Penguin Group",0,NA,"Nora Roberts","515150630",17.45,"9.78052E+12",NA,2012-04-29,NA,"by Nora Roberts","CHASING FIRE","Young Adult",0
"2099","New American Library",0,NA,"J R Ward","None",4.65,"9.7811E+12",NA,2012-04-22,NA,"by J. R. Ward","LOVER REBORN","Young Adult",0
"2100","Delacorte",0,"https://www.nytimes.com/2011/09/20/books/the-affair-by-lee-child-gives-reacher-a-back-story.html","Lee Child","044024630X",7.95,"9.78044E+12",NA,2012-04-22,NA,"by Lee Child","THE AFFAIR","Teen",0
"2101","HarperCollins Publishers",0,NA,"Jacqueline Winspear","62049577",8.29,"9.78006E+12",NA,2012-04-15,NA,"by Jacqueline Winspear","ELEGY FOR EDDIE","Adult",0
"2102","HarperCollins Publishers",0,NA,"Kerrelyn Sparks","62096605",18.7,"9.78006E+12",NA,2012-04-15,NA,"by Kerrelyn Sparks","WANTED  UNDEAD OR ALIVE","Young Adult",0
"2103","Atria Books",0,NA,"Jodi Picoult","1439149690",13.76,"9.78144E+12",NA,2012-04-15,NA,"by Jodi Picoult","LONE WOLF","Childhood",0
"2104","Simon & Schuster",0,NA,"Lisa Lutz","1416539204",16.45,"9.78142E+12",NA,2012-04-15,NA,"by Lisa Lutz","THE SPELLMAN FILES","Adult",0
"2105","Random House Publishing",0,NA,"Jonathan Kellerman","345532171",10.47,"9.78035E+12",NA,2012-04-08,NA,"by Jonathan Kellerman","VICTIMS","Childhood",0
"2106","Harlequin",0,NA,"Ron Carr","1459222776",12.5,"9.78146E+12",NA,2012-04-08,NA,"by Robyn Carr","REDWOOD BEND","Young Adult",0
"2107","HarperCollins Publishers",0,NA,"Ted Bell","006209906X",10.46,"9.78006E+12",NA,2012-04-08,NA,"by Ted Bell","PHANTOM","Adult",0
"2108","Penguin Group",0,NA,"Clive Cussler and Justin Scott",NA,13.58,"9.7811E+12",NA,2012-04-08,NA,"by Clive Cussler and Justin Scott","THE THIEF","Young Adult",0
"2109","Scribner",0,NA,"Richard North Patterson","1451617089",19.34,"9.78145E+12",NA,2012-04-08,NA,"by Richard North Patterson","FALL FROM GRACE","Young Adult",0
"2110","Houghton Mifflin Harcourt",0,"https://www.nytimes.com/2005/03/22/books/22kaku.html","Jonathan Safran Foer","547416210",10.34,"9.78055E+12","https://www.nytimes.com/2005/04/03/books/review/0403cover-kirn.html",2012-04-01,NA,"by Jonathan Safran Foer","EXTREMELY LOUD AND INCREDIBLY CLOSE","Adult",0
"2111","Kensington",0,NA,"Joanne Fluke",NA,13.02,"9.78076E+12",NA,2012-03-18,NA,"by Joanne Fluke","CINNAMON ROLL MURDER","Young Adult",0
"2112","St. Martin's Press",0,NA,"Susan Wilson","1429959304",10.06,"9.78143E+12",NA,2012-03-18,NA,"by Susan Wilson","ONE GOOD DOG","Young Adult",0
"2113","Penguin Group",0,NA,"Alex Berenson","None",7.79,"9.7811E+12",NA,2012-03-11,NA,"by Alex Berenson","THE SHADOW PATROL","Teen",0
"2114","Grand Central Publishing",0,NA,"James Patterson and Maxine Paetro","316097411",0.47,"9.78032E+12",NA,2012-03-11,NA,"by James Patterson and Maxine Paetro","PRIVATE   1 SUSPECT","Adult",0
"2115","St. Martin’s Press",0,NA,"Kristin Hannah","1429942215",6.68,"9.78143E+12",NA,2012-03-11,NA,"by Kristin Hannah","HOME FRONT","Young Adult",0
"2116","Knopf Doubleday Publishing",0,NA,"Anne Rice","307595110",17.86,"9.78031E+12",NA,2012-03-11,NA,"by Anne Rice","THE WOLF GIFT","Teen",0
"2117","Catherine Bybee",0,NA,"Catherine Bybee","None",10.76,"2.94001E+12",NA,2012-03-04,NA,"by Catherine Bybee","WIFE BY WEDNESDAY","Young Adult",0
"2118","Harlequin",0,NA,"Sherryl Woods","None",1.97,"9.78146E+12",NA,2012-02-26,NA,"by Sherryl Woods","THE SUMMER GARDEN","Teen",0
"2119","Putnam",0,NA,"Robert Crais",NA,4.16,"9.7811E+12",NA,2012-02-26,NA,"by Robert Crais","TAKEN","Young Adult",0
"2120","Signet",0,NA,"Catherine Anderson","None",8.31,"9.7811E+12",NA,2012-02-19,NA,"by Catherine Anderson","LUCKY PENNY","Young Adult",0
"2121","Knopf Doubleday Publishing",0,"https://www.nytimes.com/2011/12/27/books/death-comes-to-pemberley-by-p-d-james-review.html","P D James","307959856",18.29,"9.78031E+12","https://www.nytimes.com/2011/12/18/books/review/death-comes-to-pemberley-by-p-d-james-book-review.html",2012-02-19,NA,"by P. D. James","DEATH COMES TO PEMBERLEY","Young Adult",0
"2122","Pocket Books",0,NA,"Cindy Gerard","1451606869",8.98,"9.78145E+12",NA,2012-02-19,NA,"by Cindy Gerard","LAST MAN STANDING","Adult",0
